Key,Uniqueness Ratio,Completeness Ratio,Running Time for UR
"playerID, year, tmID, pos",0.9996,0.9873,0.1785
"playerID, year, tmID, GP",1.0000,0.9942,0.1675
"playerID, year, tmID, G",0.9999,0.9942,0.1685
"playerID, year, tmID, A",1.0000,0.9942,0.1745
"playerID, year, tmID, postG",1.0000,0.4167,0.1306
"playerID, year, lgID, stint",0.9999,1.0000,0.1725
"playerID, year, lgID, pos",0.8456,0.9873,0.1735
"playerID, year, lgID, GP",0.9971,0.9942,0.1685
"playerID, year, lgID, G",0.9649,0.9942,0.1646
"playerID, year, lgID, A",0.9794,0.9942,0.1675
"playerID, year, lgID, postG",1.0000,0.4167,0.1226
"playerID, year, stint, pos",1.0000,0.9873,0.1636
"playerID, year, stint, GP",1.0000,0.9942,0.1595
"playerID, year, stint, G",1.0000,0.9942,0.1536
"playerID, year, stint, A",1.0000,0.9942,0.1525
"playerID, year, stint, postG",1.0000,0.4167,0.1166
"playerID, year, pos, GP",0.9973,0.9816,0.1645
"playerID, year, pos, G",0.9647,0.9816,0.1625
"playerID, year, pos, A",0.9797,0.9816,0.1655
"playerID, year, pos, postG",1.0000,0.4154,0.1216
"playerID, year, GP, G",0.9985,0.9942,0.1506
"playerID, year, GP, A",0.9987,0.9942,0.1536
"playerID, year, GP, postG",1.0000,0.4109,0.1226
"playerID, year, G, A",0.9873,0.9942,0.1595
"playerID, year, G, postG",1.0000,0.4109,0.1196
"playerID, year, A, postG",1.0000,0.4109,0.1176
"playerID, tmID, lgID, stint",0.2487,1.0000,0.1555
"playerID, tmID, lgID, pos",0.2203,0.9873,0.1595
"playerID, tmID, lgID, GP",0.8742,0.9942,0.1755
"playerID, tmID, lgID, G",0.7062,0.9942,0.1725
"playerID, tmID, lgID, A",0.7959,0.9942,0.1785
"playerID, tmID, lgID, postG",0.7908,0.4167,0.1236
"playerID, tmID, stint, pos",0.2859,0.9873,0.1615
"playerID, tmID, stint, GP",0.8763,0.9942,0.1665
"playerID, tmID, stint, G",0.7286,0.9942,0.1655
"playerID, tmID, stint, A",0.8100,0.9942,0.1635
"playerID, tmID, stint, postG",0.8061,0.4167,0.1186
"playerID, tmID, pos, GP",0.8858,0.9816,0.1755
"playerID, tmID, pos, G",0.7226,0.9816,0.1685
"playerID, tmID, pos, A",0.8121,0.9816,0.1745
"playerID, tmID, pos, postG",0.8042,0.4154,0.1236
"playerID, tmID, GP, G",0.9711,0.9942,0.1655
"playerID, tmID, GP, A",0.9777,0.9942,0.1725
"playerID, tmID, GP, postG",0.9754,0.4109,0.1267
"playerID, tmID, G, A",0.8983,0.9942,0.1676
"playerID, tmID, G, postG",0.9485,0.4109,0.1276
"playerID, tmID, A, postG",0.9669,0.4109,0.1276
"playerID, lgID, stint, pos",0.1159,0.9873,0.1426
"playerID, lgID, stint, GP",0.8034,0.9942,0.1615
"playerID, lgID, stint, G",0.5503,0.9942,0.1506
"playerID, lgID, stint, A",0.6638,0.9942,0.1645
"playerID, lgID, stint, postG",0.7344,0.4167,0.1156
"playerID, lgID, pos, GP",0.8092,0.9816,0.1765
"playerID, lgID, pos, G",0.5300,0.9816,0.1595
"playerID, lgID, pos, A",0.6509,0.9816,0.1695
"playerID, lgID, pos, postG",0.7242,0.4154,0.1177
"playerID, lgID, GP, G",0.9435,0.9942,0.1685
"playerID, lgID, GP, A",0.9580,0.9942,0.1675
"playerID, lgID, GP, postG",0.9644,0.4109,0.1237
"playerID, lgID, G, A",0.8182,0.9942,0.1645
"playerID, lgID, G, postG",0.9212,0.4109,0.1276
"playerID, lgID, A, postG",0.9481,0.4109,0.1246
"playerID, stint, pos, GP",0.8172,0.9816,0.1705
"playerID, stint, pos, G",0.5714,0.9816,0.1486
"playerID, stint, pos, A",0.6853,0.9816,0.1606
"playerID, stint, pos, postG",0.7462,0.4154,0.1157
"playerID, stint, GP, G",0.9479,0.9942,0.1556
"playerID, stint, GP, A",0.9608,0.9942,0.1546
"playerID, stint, GP, postG",0.9640,0.4109,0.1137
"playerID, stint, G, A",0.8346,0.9942,0.1516
"playerID, stint, G, postG",0.9282,0.4109,0.1186
"playerID, stint, A, postG",0.9519,0.4109,0.1206
"playerID, pos, GP, G",0.9457,0.9816,0.1675
"playerID, pos, GP, A",0.9609,0.9816,0.1645
"playerID, pos, GP, postG",0.9659,0.4098,0.1197
"playerID, pos, G, A",0.8225,0.9816,0.1635
"playerID, pos, G, postG",0.9228,0.4098,0.1187
"playerID, pos, A, postG",0.9492,0.4098,0.1216
"playerID, GP, G, A",0.9735,0.9942,0.1556
"playerID, GP, G, postG",0.9910,0.4109,0.1166
"playerID, GP, A, postG",0.9949,0.4109,0.1177
"playerID, G, A, postG",0.9724,0.4109,0.1137
"year, tmID, lgID, stint",0.0096,1.0000,0.1266
"year, tmID, lgID, pos",0.0266,0.9873,0.1436
"year, tmID, lgID, GP",0.5488,0.9942,0.1556
"year, tmID, lgID, G",0.2960,0.9942,0.1456
"year, tmID, lgID, A",0.3708,0.9942,0.1466
"year, tmID, lgID, postG",0.6170,0.4167,0.1067
"year, tmID, stint, pos",0.0707,0.9873,0.1356
"year, tmID, stint, GP",0.5870,0.9942,0.1486
"year, tmID, stint, G",0.3501,0.9942,0.1336
"year, tmID, stint, A",0.4318,0.9942,0.1366
"year, tmID, stint, postG",0.6371,0.4167,0.1057
"year, tmID, pos, GP",0.8616,0.9816,0.1575
"year, tmID, pos, G",0.5724,0.9816,0.1575
"year, tmID, pos, A",0.7124,0.9816,0.1556
"year, tmID, pos, postG",0.7288,0.4154,0.1127
"year, tmID, GP, G",0.8798,0.9942,0.1486
"year, tmID, GP, A",0.8953,0.9942,0.1447
"year, tmID, GP, postG",0.9172,0.4109,0.1166
"year, tmID, G, A",0.6971,0.9942,0.1436
"year, tmID, G, postG",0.8693,0.4109,0.1127
"year, tmID, A, postG",0.9107,0.4109,0.1157
"year, lgID, stint, pos",0.0194,0.9873,0.1236
"year, lgID, stint, GP",0.0607,0.9942,0.1296
"year, lgID, stint, G",0.0417,0.9942,0.1276
"year, lgID, stint, A",0.0439,0.9942,0.1296
"year, lgID, stint, postG",0.5927,0.4167,0.1087
"year, lgID, pos, GP",0.2139,0.9816,0.1376
"year, lgID, pos, G",0.1091,0.9816,0.1346
"year, lgID, pos, A",0.1366,0.9816,0.1326
"year, lgID, pos, postG",0.6056,0.4154,0.1037
"year, lgID, GP, G",0.4596,0.9942,0.1336
"year, lgID, GP, A",0.5232,0.9942,0.1336
"year, lgID, GP, postG",0.7178,0.4109,0.1067
"year, lgID, G, A",0.3569,0.9942,0.1306
"year, lgID, G, postG",0.7052,0.4109,0.1147
"year, lgID, A, postG",0.7272,0.4109,0.1087
"year, stint, pos, GP",0.2493,0.9816,0.1326
"year, stint, pos, G",0.1259,0.9816,0.1266
"year, stint, pos, A",0.1593,0.9816,0.1257
"year, stint, pos, postG",0.6133,0.4154,0.1037
"year, stint, GP, G",0.4772,0.9942,0.1127
"year, stint, GP, A",0.5417,0.9942,0.1137
"year, stint, GP, postG",0.7263,0.4109,0.1047
"year, stint, G, A",0.3778,0.9942,0.1127
"year, stint, G, postG",0.7117,0.4109,0.1057
"year, stint, A, postG",0.7350,0.4109,0.1067
"year, pos, GP, G",0.6667,0.9816,0.1456
"year, pos, GP, A",0.7461,0.9816,0.1456
"year, pos, GP, postG",0.8435,0.4098,0.1137
"year, pos, G, A",0.5012,0.9816,0.1336
"year, pos, G, postG",0.7888,0.4098,0.1077
"year, pos, A, postG",0.8264,0.4098,0.1127
"year, GP, G, A",0.7610,0.9942,0.1256
"year, GP, G, postG",0.9377,0.4109,0.1117
"year, GP, A, postG",0.9574,0.4109,0.1097
"year, G, A, postG",0.8954,0.4109,0.1037
"tmID, lgID, stint, pos",0.0178,0.9873,0.1326
"tmID, lgID, stint, GP",0.0542,0.9942,0.1376
"tmID, lgID, stint, G",0.0363,0.9942,0.1326
"tmID, lgID, stint, A",0.0401,0.9942,0.1296
"tmID, lgID, stint, postG",0.5892,0.4167,0.1037
"tmID, lgID, pos, GP",0.1571,0.9816,0.1436
"tmID, lgID, pos, G",0.0868,0.9816,0.1386
"tmID, lgID, pos, A",0.1060,0.9816,0.1446
"tmID, lgID, pos, postG",0.5980,0.4154,0.1117
"tmID, lgID, GP, G",0.3826,0.9942,0.1426
"tmID, lgID, GP, A",0.4399,0.9942,0.1426
"tmID, lgID, GP, postG",0.6807,0.4109,0.1097
"tmID, lgID, G, A",0.2802,0.9942,0.1426
"tmID, lgID, G, postG",0.6657,0.4109,0.1137
"tmID, lgID, A, postG",0.6828,0.4109,0.1087
"tmID, stint, pos, GP",0.2096,0.9816,0.1466
"tmID, stint, pos, G",0.1103,0.9816,0.1366
"tmID, stint, pos, A",0.1367,0.9816,0.1386
"tmID, stint, pos, postG",0.6062,0.4154,0.1137
"tmID, stint, GP, G",0.4220,0.9942,0.1366
"tmID, stint, GP, A",0.4789,0.9942,0.1346
"tmID, stint, GP, postG",0.6988,0.4109,0.1067
"tmID, stint, G, A",0.3140,0.9942,0.1337
"tmID, stint, G, postG",0.6786,0.4109,0.1077
"tmID, stint, A, postG",0.6975,0.4109,0.1107
"tmID, pos, GP, G",0.6089,0.9816,0.1536
"tmID, pos, GP, A",0.6936,0.9816,0.1536
"tmID, pos, GP, postG",0.8017,0.4098,0.1137
"tmID, pos, G, A",0.4389,0.9816,0.1426
"tmID, pos, G, postG",0.7405,0.4098,0.1117
"tmID, pos, A, postG",0.7741,0.4098,0.1117
"tmID, GP, G, A",0.7305,0.9942,0.1436
"tmID, GP, G, postG",0.9088,0.4109,0.1146
"tmID, GP, A, postG",0.9310,0.4109,0.1147
"tmID, G, A, postG",0.8575,0.4109,0.1097
"lgID, stint, pos, GP",0.0304,0.9816,0.1346
"lgID, stint, pos, G",0.0258,0.9816,0.1297
"lgID, stint, pos, A",0.0263,0.9816,0.1316
"lgID, stint, pos, postG",0.5860,0.4154,0.1067
"lgID, stint, GP, G",0.0496,0.9942,0.1277
"lgID, stint, GP, A",0.0533,0.9942,0.1246
"lgID, stint, GP, postG",0.6022,0.4109,0.1027
"lgID, stint, G, A",0.0491,0.9942,0.1206
"lgID, stint, G, postG",0.6008,0.4109,0.1027
"lgID, stint, A, postG",0.6034,0.4109,0.1057
"lgID, pos, GP, G",0.0974,0.9816,0.1316
"lgID, pos, GP, A",0.1219,0.9816,0.1356
"lgID, pos, GP, postG",0.6184,0.4098,0.1137
"lgID, pos, G, A",0.0974,0.9816,0.1276
"lgID, pos, G, postG",0.6147,0.4098,0.1077
"lgID, pos, A, postG",0.6197,0.4098,0.1087
"lgID, GP, G, A",0.3263,0.9942,0.1366
"lgID, GP, G, postG",0.6836,0.4109,0.1067
"lgID, GP, A, postG",0.6999,0.4109,0.1067
"lgID, G, A, postG",0.6891,0.4109,0.1117
"stint, pos, GP, G",0.0894,0.9816,0.1256
"stint, pos, GP, A",0.1108,0.9816,0.1306
"stint, pos, GP, postG",0.6165,0.4098,0.1007
"stint, pos, G, A",0.0845,0.9816,0.1217
"stint, pos, G, postG",0.6099,0.4098,0.1077
"stint, pos, A, postG",0.6156,0.4098,0.1037
"stint, GP, G, A",0.3221,0.9942,0.1137
"stint, GP, G, postG",0.6790,0.4109,0.1007
"stint, GP, A, postG",0.6916,0.4109,0.1057
"stint, G, A, postG",0.6843,0.4109,0.1037
"pos, GP, G, A",0.4691,0.9816,0.1346
"pos, GP, G, postG",0.7573,0.4098,0.1087
"pos, GP, A, postG",0.7898,0.4098,0.1077
"pos, G, A, postG",0.7323,0.4098,0.1067
"GP, G, A, postG",0.8829,0.4109,0.1087
"playerID, year, tmID, lgID, stint",1.0000,1.0000,0.1885
"playerID, year, tmID, lgID, pos",0.9996,0.9873,0.1805
"playerID, year, tmID, lgID, GP",1.0000,0.9942,0.1885
"playerID, year, tmID, lgID, G",0.9999,0.9942,0.1875
"playerID, year, tmID, lgID, A",1.0000,0.9942,0.1874
"playerID, year, tmID, lgID, postG",1.0000,0.4167,0.1256
"playerID, year, tmID, stint, pos",1.0000,0.9873,0.1855
"playerID, year, tmID, stint, GP",1.0000,0.9942,0.1785
"playerID, year, tmID, stint, G",1.0000,0.9942,0.1795
"playerID, year, tmID, stint, A",1.0000,0.9942,0.1815
"playerID, year, tmID, stint, postG",1.0000,0.4167,0.1376
"playerID, year, tmID, pos, GP",1.0000,0.9816,0.1935
"playerID, year, tmID, pos, G",0.9999,0.9816,0.1895
"playerID, year, tmID, pos, A",1.0000,0.9816,0.1905
"playerID, year, tmID, pos, postG",1.0000,0.4154,0.1296
"playerID, year, tmID, GP, G",1.0000,0.9942,0.1795
"playerID, year, tmID, GP, A",1.0000,0.9942,0.1795
"playerID, year, tmID, GP, postG",1.0000,0.4109,0.1326
"playerID, year, tmID, G, A",1.0000,0.9942,0.1785
"playerID, year, tmID, G, postG",1.0000,0.4109,0.1316
"playerID, year, tmID, A, postG",1.0000,0.4109,0.1316
"playerID, year, lgID, stint, pos",1.0000,0.9873,0.1915
"playerID, year, lgID, stint, GP",1.0000,0.9942,0.1825
"playerID, year, lgID, stint, G",1.0000,0.9942,0.1755
"playerID, year, lgID, stint, A",1.0000,0.9942,0.1755
"playerID, year, lgID, stint, postG",1.0000,0.4167,0.1316
"playerID, year, lgID, pos, GP",0.9973,0.9816,0.1875
"playerID, year, lgID, pos, G",0.9654,0.9816,0.1935
"playerID, year, lgID, pos, A",0.9802,0.9816,0.2025
"playerID, year, lgID, pos, postG",1.0000,0.4154,0.1286
"playerID, year, lgID, GP, G",0.9985,0.9942,0.1755
"playerID, year, lgID, GP, A",0.9987,0.9942,0.1745
"playerID, year, lgID, GP, postG",1.0000,0.4109,0.1336
"playerID, year, lgID, G, A",0.9877,0.9942,0.1745
"playerID, year, lgID, G, postG",1.0000,0.4109,0.1356
"playerID, year, lgID, A, postG",1.0000,0.4109,0.1297
"playerID, year, stint, pos, GP",1.0000,0.9816,0.1745
"playerID, year, stint, pos, G",1.0000,0.9816,0.1755
"playerID, year, stint, pos, A",1.0000,0.9816,0.1745
"playerID, year, stint, pos, postG",1.0000,0.4154,0.1296
"playerID, year, stint, GP, G",1.0000,0.9942,0.1645
"playerID, year, stint, GP, A",1.0000,0.9942,0.1605
"playerID, year, stint, GP, postG",1.0000,0.4109,0.1226
"playerID, year, stint, G, A",1.0000,0.9942,0.1655
"playerID, year, stint, G, postG",1.0000,0.4109,0.1236
"playerID, year, stint, A, postG",1.0000,0.4109,0.1256
"playerID, year, pos, GP, G",0.9986,0.9816,0.1805
"playerID, year, pos, GP, A",0.9989,0.9816,0.1795
"playerID, year, pos, GP, postG",1.0000,0.4098,0.1336
"playerID, year, pos, G, A",0.9876,0.9816,0.1745
"playerID, year, pos, G, postG",1.0000,0.4098,0.1326
"playerID, year, pos, A, postG",1.0000,0.4098,0.1416
"playerID, year, GP, G, A",0.9990,0.9942,0.1656
"playerID, year, GP, G, postG",1.0000,0.4109,0.1227
"playerID, year, GP, A, postG",1.0000,0.4109,0.1266
"playerID, year, G, A, postG",1.0000,0.4109,0.1247
"playerID, tmID, lgID, stint, pos",0.2859,0.9873,0.1666
"playerID, tmID, lgID, stint, GP",0.8763,0.9942,0.1935
"playerID, tmID, lgID, stint, G",0.7286,0.9942,0.1855
"playerID, tmID, lgID, stint, A",0.8100,0.9942,0.1875
"playerID, tmID, lgID, stint, postG",0.8061,0.4167,0.1246
"playerID, tmID, lgID, pos, GP",0.8858,0.9816,0.1805
"playerID, tmID, lgID, pos, G",0.7226,0.9816,0.1765
"playerID, tmID, lgID, pos, A",0.8121,0.9816,0.1765
"playerID, tmID, lgID, pos, postG",0.8042,0.4154,0.1266
"playerID, tmID, lgID, GP, G",0.9711,0.9942,0.1964
"playerID, tmID, lgID, GP, A",0.9777,0.9942,0.2034
"playerID, tmID, lgID, GP, postG",0.9754,0.4109,0.1266
"playerID, tmID, lgID, G, A",0.8983,0.9942,0.1895
"playerID, tmID, lgID, G, postG",0.9485,0.4109,0.1257
"playerID, tmID, lgID, A, postG",0.9669,0.4109,0.1276
"playerID, tmID, stint, pos, GP",0.8877,0.9816,0.1865
"playerID, tmID, stint, pos, G",0.7437,0.9816,0.1855
"playerID, tmID, stint, pos, A",0.8249,0.9816,0.1865
"playerID, tmID, stint, pos, postG",0.8184,0.4154,0.1276
"playerID, tmID, stint, GP, G",0.9718,0.9942,0.1795
"playerID, tmID, stint, GP, A",0.9782,0.9942,0.1805
"playerID, tmID, stint, GP, postG",0.9756,0.4109,0.1316
"playerID, tmID, stint, G, A",0.9050,0.9942,0.1785
"playerID, tmID, stint, G, postG",0.9514,0.4109,0.1286
"playerID, tmID, stint, A, postG",0.9690,0.4109,0.1336
"playerID, tmID, pos, GP, G",0.9726,0.9816,0.1885
"playerID, tmID, pos, GP, A",0.9797,0.9816,0.1934
"playerID, tmID, pos, GP, postG",0.9770,0.4098,0.1277
"playerID, tmID, pos, G, A",0.9017,0.9816,0.1925
"playerID, tmID, pos, G, postG",0.9500,0.4098,0.1287
"playerID, tmID, pos, A, postG",0.9683,0.4098,0.1316
"playerID, tmID, GP, G, A",0.9872,0.9942,0.1745
"playerID, tmID, GP, G, postG",0.9937,0.4109,0.1296
"playerID, tmID, GP, A, postG",0.9962,0.4109,0.1307
"playerID, tmID, G, A, postG",0.9819,0.4109,0.1296
"playerID, lgID, stint, pos, GP",0.8221,0.9816,0.1845
"playerID, lgID, stint, pos, G",0.5814,0.9816,0.1805
"playerID, lgID, stint, pos, A",0.6933,0.9816,0.1825
"playerID, lgID, stint, pos, postG",0.7519,0.4154,0.1207
"playerID, lgID, stint, GP, G",0.9495,0.9942,0.1815
"playerID, lgID, stint, GP, A",0.9624,0.9942,0.1785
"playerID, lgID, stint, GP, postG",0.9650,0.4109,0.1346
"playerID, lgID, stint, G, A",0.8389,0.9942,0.1765
"playerID, lgID, stint, G, postG",0.9296,0.4109,0.1276
"playerID, lgID, stint, A, postG",0.9537,0.4109,0.1326
"playerID, lgID, pos, GP, G",0.9471,0.9816,0.1895
"playerID, lgID, pos, GP, A",0.9619,0.9816,0.1925
"playerID, lgID, pos, GP, postG",0.9669,0.4098,0.1306
"playerID, lgID, pos, G, A",0.8266,0.9816,0.1875
"playerID, lgID, pos, G, postG",0.9243,0.4098,0.1276
"playerID, lgID, pos, A, postG",0.9508,0.4098,0.1237
"playerID, lgID, GP, G, A",0.9745,0.9942,0.1805
"playerID, lgID, GP, G, postG",0.9912,0.4109,0.1296
"playerID, lgID, GP, A, postG",0.9951,0.4109,0.1296
"playerID, lgID, G, A, postG",0.9732,0.4109,0.1286
"playerID, stint, pos, GP, G",0.9516,0.9816,0.1725
"playerID, stint, pos, GP, A",0.9651,0.9816,0.1745
"playerID, stint, pos, GP, postG",0.9665,0.4098,0.1316
"playerID, stint, pos, G, A",0.8425,0.9816,0.1725
"playerID, stint, pos, G, postG",0.9307,0.4098,0.1276
"playerID, stint, pos, A, postG",0.9545,0.4098,0.1256
"playerID, stint, GP, G, A",0.9764,0.9942,0.1655
"playerID, stint, GP, G, postG",0.9913,0.4109,0.1226
"playerID, stint, GP, A, postG",0.9950,0.4109,0.1256
"playerID, stint, G, A, postG",0.9751,0.4109,0.1236
"playerID, pos, GP, G, A",0.9753,0.9816,0.1775
"playerID, pos, GP, G, postG",0.9912,0.4098,0.1316
